incident_id,_anchor,facility_id,attack_type_de,result_de,description_de,full_discription_de
INC-226,Turkish Friendship Hospital,FAC-022,Abriss,"Am 21. März zerstörten israelische Streitkräfte das Krankenhaus, das einzige spezialisierte Krebskrankenhaus im Gazastreifen.","Am 21. März zerstörten israelische Streitkräfte das türkisch-palästinensische Freundschaftskrankenhaus im Stadtteil Al-Mughraqa im Süden des Gazastreifens. Die Videoaufnahmen zeigen, wie die Zerstörung der Einrichtung von der israelischen Armee gefilmt wird.",
INC-227,UNRWA Health Centre,FAC-038,Nicht spezifiziert,Israelische Streitkräfte nahmen die Umgebung des Gesundheitszentrums ins Visier.,"Am 30. Oktober setzten israelische Streitkräfte zum zweiten Mal in Folge ihre Angriffe auf die Umgebung von Krankenhäusern fort und verursachten Schäden am An-Nasser-Krankenhaus, dem Türkischen Freundschaftskrankenhaus (dem einzigen Krebskrankenhaus) und einem UNRWA-Gesundheitszentrum.",
INC-228,Wafaa Medical Rehabilitation and Specialized Surgery Hospital,FAC-019,Luftangriff,"Berichten zufolge wurde das Gebäude bei einem Luftangriff getroffen, bei dem zwei Menschen, darunter der Regisseur, getötet und 15 weitere verletzt wurden.",,
INC-229,Wafaa Medical Rehabilitation and Specialized Surgery Hospital,FAC-019,Streiks,"Berichten zufolge griffen Kräfte das Obergeschoss an, wobei sieben Menschen getötet wurden.",,
INC-230,Yaffa Hospital,ID Not Found,Bombardierung,Getroffen und beschädigt,"Die Besatzungstruppen bombardierten die Umgebung des Yafa-Krankenhauses und nahmen dabei auch die angrenzende Jaffa-Moschee direkt ins Visier, wodurch das Krankenhaus außer Betrieb gesetzt wurde. Die Operations-, Notfall- und Chirurgieabteilungen wurden durch den Angriff schwer beschädigt. Zu diesem Zeitpunkt war das Krankenhaus eines von zwölf Krankenhäusern im südlichen Gazastreifen, die noch teilweise funktionierten.",
INC-231,Al-Amal Hospital,FAC-005,Bombardierung (Umgebung),Beschuss mit Feuergürteln in der Nähe von Al-Amal,Das gestern aufgenommene Video zeigt einen Beschuss mit einem Feuergürtel in der Nähe des Al-Amal-Krankenhauses und des Hauptquartiers der Volksrepublik China in Khan Yunis und vermittelt einen unmittelbaren Einblick in die schwierige Lage im südlichen Gazastreifen. In Gaza gibt es keinen sicheren Ort. (Twitter der Volksrepublik China),
INC-232,Al-Ranteesi Al-Naser Paediatric Hospital,ID Not Found,Zwangsevakuierung,Das Rantisi-Kinderkrankenhaus und das nahegelegene Al-Nasr-Krankenhaus im Norden von Gaza-Stadt wurden am Freitag evakuiert.,"Die israelischen Streitkräfte (IDF) veröffentlichten der BBC Details von Telefongesprächen zwischen einem Krankenhausmitarbeiter in Rantisi und einem hochrangigen IDF-Offizier. Darin besprachen sie die Organisation von Krankenwagen zur Evakuierung von Patienten.
Der Krankenhausmitarbeiter erkundigte sich nach Hunderten von vertriebenen Zivilisten, die vor den beiden Krankenhäusern kampierten. Der israelische Offizier wies sie an, das Gelände um 11:20 Uhr durch den Haupteingang zu verlassen und erklärte ihnen detailliert, welche Straßen sie benutzen sollten, um Gaza-Stadt zu verlassen. Zweimal forderte er den Krankenhausmitarbeiter auf, sicherzustellen, dass die Zivilisten etwas Weißes bei sich trugen, um zu kennzeichnen, dass sie keine Kämpfer waren. „Sie werden alle mit erhobenen Händen hinausgehen“, sagte der Krankenhausmitarbeiter. „Perfekt“, sagte der Israeli.",
INC-233,Nasser Medical Complex,FAC-002,Unbekannt,"Das dritte Stockwerk und die orthopädische Abteilung des Krankenhauses wurden getroffen, wobei ein Arzt verletzt und ein Patient getötet wurde.","Am 14. Februar meldete das Gesundheitsministerium in Gaza, dass ein Arzt bei einem Anschlag auf den dritten Stock des Krankenhauses verletzt wurde. Auch die orthopädische Abteilung wurde getroffen, wobei ein Patient getötet und viele weitere verletzt wurden.",
INC-234,Al-Amal Hospital,FAC-005,Artilleriebeschuss (Umgebung),Beschädigungen am Krankenhaus und Artilleriefragmente im Inneren des Gebäudes,Der PRCS meldete Schäden am Krankenhausgebäude und im Inneren verstreute Artilleriegeschosse aufgrund eines gemeldeten Angriffs in der Nähe des Krankenhauses.,
INC-235,Al-Amal Hospital,FAC-005,Nicht spezifiziert,Satellitenbilder vom 29. Januar zeigen die Schäden am Al-Amal-Krankenhaus und der umliegenden Nachbarschaft.,"Sanad, unsere [Al Jazeeras] Verifizierungseinheit, hat eine Analyse von Satellitenbildern durchgeführt, die am 29. Januar aufgenommen wurden und die Auswirkungen der israelischen Militäroperationen in der Nähe des Al-Amal-Krankenhauses in Khan Younis zeigen.",
INC-236,Al-Amal Hospital,FAC-005,Drohnenangriff,"Ein Mitarbeiter wurde im Hauptquartier des PRCS getötet (Reliefweb). Laut einem Bericht des OHCHR eröffnete eine israelische Drohne das Feuer auf das PRCS-Hauptquartier, wobei fünf Menschen, darunter der Leiter der Jugend- und Freiwilligenabteilung, getötet und sechs weitere verletzt wurden.","Am 2. Februar eröffnete eine Drohne der israelischen Luftwaffe (IAF) Berichten zufolge das Feuer auf das Hauptquartier der PRCS, wobei fünf Palästinenser, darunter der Direktor der Jugend- und Freiwilligenabteilung der PRCS, getötet und sechs weitere verletzt wurden.",
INC-237,Al-Amal Hospital,FAC-005,Scharfes Feuer / Schüsse,Fahrzeuge der israelischen Armee vor dem Krankenhaus eröffneten das Feuer direkt darauf und verletzten zwei Personen.,"Am 7. Februar eröffneten Fahrzeuge der israelischen Armee, die vor dem Al-Amal-Krankenhaus positioniert waren, das Feuer direkt auf das Krankenhaus (UN-Thematischer Bericht). Zwei Menschen wurden bei dem Angriff verletzt, ein Patient starb aufgrund von Sauerstoffmangel im Krankenhaus (Institut für Palästinensische Studien).",
INC-238,Al-Amal Hospital,FAC-005,Invasion / Bodenangriff,"Irsaeli-Truppen stürmten das Krankenhaus und 8 Mitarbeiter, darunter 4 Ärzte, 4 Verletzte und 5 Begleitpersonen von Patienten.","Besatzungstruppen stürmten das Al-Amal-Krankenhaus und durchsuchten es etwa zehn Stunden lang. Dabei zerstörten sie Geräte, Ausrüstung und Möbel, nahmen das Personal fest, verhörten es, schlugen und demütigten es. Acht Mitarbeiter des PRCS, darunter vier Ärzte, vier Patienten und fünf Begleitpersonen, wurden verhaftet. Die Besatzungstruppen hinderten außerdem Mitarbeiter und Begleitpersonen daran, Alkohol zu trinken und die Toiletten zu benutzen. Der PRCS gab bekannt, den Kontakt zu seinen Mitarbeitern im Krankenhaus verloren zu haben und dass die Besatzungstruppen Geld von ihnen, ihren Mitarbeitern und Patienten gestohlen hätten.",
INC-239,Al-Amal Hospital,FAC-005,Artilleriebeschuss,"Das Krankenhaus wurde beschossen, wodurch das Gebäude beschädigt und der letzte verbliebene Krankenwagen außer Betrieb gesetzt wurde.","Die Besatzungstruppen griffen das Haupttor des Krankenhauses an, was zu Schäden am Gebäude führte und das einzige verbliebene Fahrzeug der PRCS außer Betrieb setzte.",
INC-240,Al-Amal Hospital,FAC-005,Unbekannt (Umgebung),In der Nähe von Al-Amal finden heftige Kämpfe statt; das Krankenhaus kämpft zudem mit Engpässen bei medizinischen Gütern und Treibstoff.,"Die heftigen Kämpfe in Khan Younis, insbesondere in der Nähe der Al-Amal-Krankenhäuser, gefährden weiterhin die Sicherheit des medizinischen Personals, der Verwundeten und Kranken sowie der Binnenvertriebenen. Das Al-Amal-Krankenhaus leidet nach wie vor unter akutem Mangel an Treibstoff und medizinischer Ausrüstung und verfügt derzeit nur über einen funktionsfähigen Operationssaal.",
INC-241,Al-Amal Hospital,FAC-005,Belagerung,"Während der Belagerung durch das israelische Militär, die von Januar bis März 2024 dauerte, starben laut PRCS 27 Personen.","Von Januar bis März 2024 belagerten israelische Streitkräfte das Al-Amal-Krankenhaus und das Hauptquartier des Philippinischen Roten Kreuzes (PRCS). Viele Quellen unterteilen diese Belagerung in zwei separate Ereignisse: Die erste Belagerung dauerte vom 22. Januar bis zum 9. Februar 2024, als israelische Streitkräfte das Krankenhaus stürmten, die zweite von Anfang bis Mitte Februar bis zum 25. März 2024. Der Zugang zum Krankenhaus war stark eingeschränkt, was Patienten und Personal gefährdete. Die Belagerung verhinderte zudem die Versorgung des Krankenhauses mit Hilfsgütern, was zu Engpässen bei Sauerstoff, Blutkonserven und medizinischem Material sowie bei Lebensmitteln, Wasser und Treibstoff führte. Nach dem Ende der Belagerung mussten Patienten und Personal das Gebäude evakuieren, und das Al-Amal-Krankenhaus stellte den Betrieb ein. Das PRCS berichtete von 27 Todesfällen während der Belagerung; die Todesfälle dieser Personen wurden mit den jeweiligen Daten und den genauen Todesursachen dokumentiert. Während der gesamten Belagerung war Al-Amal weiterhin Ziel von Artilleriebeschuss, Gewehrfeuer, Invasionen und anderen Gewalttaten.",
INC-242,Al-Amal Hospital,FAC-005,Nicht spezifiziert,"Die PRCS veröffentlichte Bilder von zwei Ärzten, die am 9. Februar von Al-Amal festgenommen worden waren und nach ihrer Rückkehr am 16. Februar Folterspuren aufwiesen.","Am 17. Februar veröffentlichte PRCS Bilder, die ihrer Einschätzung nach Folterspuren an zwei Ärzten zeigen, die am 9. Februar von israelischen Streitkräften im Al-Amal-Krankenhaus festgenommen worden waren. Zwölf PRCS-Mitarbeiter befinden sich laut PRCS weiterhin in israelischer Haft.",
INC-243,Al-Amal Hospital,FAC-005,Artilleriebeschuss,"Das Hauptquartier der PRCS in Khan Younis wurde beschossen, wobei es einen Toten, drei Verletzte und einen Brand gab.","Das Verwaltungsgebäude von Al-Amal City, einer Einrichtung der Volksrepublik China in Khan Yunis, direkt neben dem Al-Amal-Krankenhaus gelegen, wurde von israelischem Artilleriefeuer getroffen. Dabei kam ein Mitarbeiter der Organisation, Omar Mansour Hamdan Salim, ums Leben, mehrere Angestellte wurden verletzt, und es entstand erheblicher Sachschaden. Die Volksrepublik China gab an, dass die erste Granate die oberen Stockwerke des Gebäudes traf, gefolgt von einer zweiten, während Angestellte den Schaden begutachteten. Eine dritte Granate traf das Erdgeschoss während der Löscharbeiten, was auf wiederholte Angriffe auf das Gebäude während der Rettungsaktionen hindeutet.",
INC-244,Kuwait Field Hospital,ID Not Found,Nicht spezifiziert,"Das Krankenhaus wurde getroffen, wodurch ein Brand ausbrach.","Zionistische Streitkräfte haben das Kuwait-Spezialkrankenhaus in Rafah, südlich des Gazastreifens, angegriffen und große Teile davon in Brand gesetzt. In einer Presseerklärung verurteilte der Direktor des Kuwait-Krankenhauses, Dr. Suhaib Al-Hams, die systematischen Angriffe der Besatzer auf Krankenhäuser im Gazastreifen und deren Stilllegung. Er beschrieb die Gesundheitssituation in Rafah als äußerst katastrophal, nachdem das Krankenhaus in Rafah schwer beschädigt worden war.",
INC-245,Kuwait Field Hospital,ID Not Found,Luftangriff (Umgebung),Das israelische Militär bombardierte das Gebiet in der Nähe des Krankenhauses.,"Al-Jazeera-Korrespondent Hani Mahmoud berichtete live, als hinter ihm ein israelischer Raketenangriff Gebäude traf. Er berichtete weiter, während Menschen in der Nähe des kuwaitischen Krankenhauses in einem dicht besiedelten Wohngebiet in Rafah im südlichen Gazastreifen flohen.",
INC-246,UNRWA Health Centre,FAC-038,Scharfes Feuer / Schüsse,"Das UNRWA-Gesundheitszentrum im Lager Maghazi wurde von Kugeln getroffen, wobei geringfügige Schäden entstanden.","Am 6. Mai wurde ein UNRWA-Gesundheitszentrum im Flüchtlingslager Maghazi Berichten zufolge von israelischen Streitkräften in Ost-Maghazi beschossen. Es entstanden geringfügige Schäden am Gesundheitszentrum, und es wurden keine Verletzten unter den Mitarbeitern gemeldet.",
INC-247,UNRWA Health Centre,FAC-038,Schrapnell,In einem Gesundheitszentrum im nördlichen Gebiet wurden Splitter gefunden.,In einem Gesundheitszentrum im nördlichen Gebiet wurden Granatsplitter gefunden.,
INC-248,UNRWA Health Centre,FAC-038,Luftangriff,Gesundheitszentrum in Gaza-Stadt von Luftangriff betroffen,Ein UNRWA-Gesundheitszentrum in Gaza-Stadt sowie drei vor dem Zentrum geparkte Lastwagen wurden durch Kollateralschäden infolge eines Luftangriffs auf ein nahegelegenes Gebäude in Mitleidenschaft gezogen.,
INC-249,UNRWA Health Centre,FAC-038,Belagerung (Treibstoffknappheit),"Zwei Gesundheitszentren haben kaum noch Treibstoff und müssen schließen, wenn sie nicht mehr erhalten.","Die Dieselreserven der Gesundheitszentren gehen zur Neige. Der aktuelle Dieselvorrat im Gesundheitszentrum Shaboura in Rafah reicht nur noch für einen Tag, im Gesundheitszentrum Khan Younis für zwei Tage. Sollten die Dieselvorräte nicht bis morgen (12. Oktober) aufgefüllt werden, besteht ein hohes Risiko, dass diese beiden Gesundheitszentren schließen müssen.",
INC-250,UNRWA Health Centre,FAC-038,Nicht spezifiziert,Kollateralschäden am Gesundheitszentrum,Ein UNRWA-Gesundheitszentrum im Flüchtlingslager Nuseirat in der mittleren Region wurde ebenfalls durch Kollateralschäden beeinträchtigt.,
INC-251,UNRWA Health Centre,FAC-038,Luftangriffe (Umgebung),Ein nahegelegenes Gesundheitszentrum ist von einem Streik betroffen.,"Zwei UNRWA-Schulen und ein Gesundheitszentrum in Khan Younis waren indirekt betroffen, als ein Angriff eine nahegelegene Moschee traf.",
INC-252,UNRWA Health Centre,FAC-038,Nicht spezifiziert,Gesundheitszentrum im Stadtteil Rimal von Gaza-Stadt von einem Angriff betroffen,Eine UNRWA-Schule und ein Gesundheitszentrum im Stadtteil Rimal von Gaza-Stadt waren von einem Angriff betroffen. Laut UNRWA-Berichten suchten zwischen 1.000 und 2.500 Binnenvertriebene in dem Gesundheitszentrum Schutz. UNRWA konnte die sichere Evakuierung einer Gruppe von Binnenvertriebenen aus dem Gesundheitszentrum südlich des Wadi Gaza koordinieren; die übrigen befinden sich jedoch weiterhin dort.,
INC-253,UNRWA Health Centre,FAC-038,Invasion / Bodenangriff,"Israelische Streitkräfte drangen in zwei Gesundheitszentren ein, zwangen Binnenvertriebene zur Flucht und beschossen die Zentren mit Artillerie. Angeblich nutzten sie die Zentren auch für israelische Militäroperationen.","UNRWA erhielt äußerst besorgniserregende Berichte, wonach israelische Sicherheitskräfte (ISF) mit Panzern in eine Schule und zwei Gesundheitszentren in Gaza-Stadt eingedrungen sind und die Einrichtungen für Militäroperationen genutzt haben. Laut den UNRWA-Berichten führten die ISF in den Einrichtungen Verhöre und Verhaftungen von Binnenvertriebenen durch. In einem der Gesundheitszentren sollen fünf Menschen getötet worden sein. Den Berichten zufolge wurden die Binnenvertriebenen anschließend gezwungen, die UNRWA-Einrichtungen zu verlassen und nach Süden in Richtung Wadi Gaza zu fliehen. Zeugen berichteten, dass israelische Streitkräfte die beiden Gesundheitszentren daraufhin mit Artillerie beschossen haben. UNRWA prüft diese Berichte derzeit. Sollten sie sich bestätigen, gibt die militärische Nutzung von UNRWA-Einrichtungen Anlass zu ernster Besorgnis, da sie die Zivilbevölkerung einem hohen Risiko aussetzt. Angriffe auf zivile Objekte stellen einen schweren Verstoß gegen das Völkerrecht dar. Gesundheitszentren genießen zudem besonderen Schutz vor Angriffen.",
INC-254,UNRWA Health Centre,FAC-038,Direkter Schlag,Gesundheitszentrum getroffen und beschädigt,"Ein Gesundheitszentrum in den mittleren Gebieten wurde direkt getroffen, was zu schweren Schäden am Gebäude führte.",
INC-255,UNRWA Health Centre,FAC-038,Luftangriffe (Umgebung),Gesundheitszentrum durch einen nahen Angriff beschädigt,"Nach weiteren Überprüfungen wurden neun zusätzliche Vorfälle gemeldet, die Einrichtungen des UNRWA im Gazastreifen betrafen. Sechs Schulen, ein Gesundheitszentrum, ein Zentrum für Sehbehinderte und ein Ausbildungszentrum wurden durch Angriffe in der Nähe beschädigt.",
INC-256,UNRWA Health Centre,FAC-038,Einstellung des Betriebs,Das Gesundheitszentrum im südlichen Gebiet wurde aufgrund von Kampfhandlungen geschlossen.,Am 6. Dezember wurde eines der neun aktiven Gesundheitszentren im südlichen Gebiet aufgrund der Eskalation der Kampfhandlungen in Khan Younis geschlossen.,
INC-257,UNRWA Health Centre,FAC-038,Nicht spezifiziert,Ein Gesundheitszentrum war von einem nicht näher spezifizierten Ereignis betroffen.,"Am 8. Dezember wurden bisher 13 Vorfälle gemeldet, die UNRWA-Einrichtungen (elf Schulen und zwei Gesundheitseinrichtungen) sowie die dort untergebrachten Binnenvertriebenen betrafen. Die Überprüfung der Details und der Opferzahlen ist noch im Gange. Erste Berichte deuten jedoch auf Folgendes hin: Vier Vorfälle betrafen UNRWA-Einrichtungen ohne Opfer, darunter ein Verteilzentrum und ein Gesundheitszentrum in Jabalia…",
INC-258,UNRWA Health Centre,FAC-038,Zwangsevakuierung,Berichte über Zwangsevakuierungen und Schüsse in Gesundheitszentren in Jabalia,"Zwei Gesundheitszentren in Jabalia waren betroffen – in einem erlitten Binnenvertriebene eine Rauchvergiftung; und in dem anderen, in dem rund 7.000 Menschen untergebracht waren, wurden Berichten zufolge zwei Personen vor dem Gebäude erschossen, als sie versuchten, die Unterkunft zu verlassen, die mehrfach direkt getroffen wurde.",
INC-259,UNRWA Health Centre,FAC-038,Schrapnell,Splitter trafen den Sicherheitsbereich eines Gesundheitszentrums,Am 10. Januar 2024 trafen Granatsplitter den Wachraum eines Gesundheitszentrums im mittleren Bereich und verursachten Sachschaden. Es wurden keine Verletzten gemeldet.,
INC-260,UNRWA Health Centre,FAC-038,Streiks,"Ein Gesundheitszentrum in Gaza-Stadt wurde direkt getroffen, wobei zwei Räume zerstört, drei Binnenvertriebene getötet und viele weitere verletzt wurden.","Am 16. Januar wurde ein Gesundheitszentrum in Gaza-Stadt offenbar direkt getroffen, wobei mindestens zwei Räume beschädigt wurden. Drei Binnenvertriebene, die in dem Zentrum Schutz suchten, kamen dabei ums Leben, viele weitere wurden verletzt. Das UNRWA ermittelt derzeit die genaue Anzahl der Binnenvertriebenen im Gesundheitszentrum zum Zeitpunkt des Angriffs sowie die Zahl der Verletzten.",
INC-261,UNRWA Health Centre,FAC-038,Scharfes Feuer / Schüsse,Die Mauer eines Gesundheitszentrums wurde von verirrten Kugeln getroffen.,"Am 20. Januar 2024 trafen zwei Querschläger das Westgebäude eines Gesundheitszentrums in Khan Younis, in dem sich auch die UNRWA-Einsatzzentrale befindet, von der aus Notfallmaßnahmen koordiniert werden. Es wurden keine Verletzten gemeldet.",
INC-262,UNRWA Health Centre,FAC-038,Einstellung des Betriebs,Zwei Gesundheitszentren in Khan Younis wurden geschlossen.,Am 22. Januar waren nur vier (von 22) UNRWA-Gesundheitszentren in Betrieb. Dies folgte auf die Schließung zweier Gesundheitszentren in Khan Younis infolge von Militäroperationen der irakischen Sicherheitskräfte.,
INC-263,UNRWA Health Centre,FAC-038,Streiks,Das Gesundheitszentrum wurde getroffen und das Gebäude dadurch beschädigt.,"Am 16. November 2023 wurde ein Gesundheitszentrum in Gaza-Stadt direkt getroffen, wodurch das Gebäude und die Umfassungsmauer beschädigt wurden.",
INC-264,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),"Ein Gesundheitszentrum wurde beschädigt, als eine nahegelegene Schule getroffen wurde.",Ein Gesundheitszentrum im mittleren Stadtteil wurde durch den Einschlag auf eine nahegelegene Schule beschädigt. Es wurden keine Verletzten gemeldet.,
INC-265,UNRWA Health Centre,FAC-038,Luftangriff (Umgebung),Durch den Angriff auf die nahegelegene Moschee wurden alle Fenster im dritten Stock zerstört.,Am 12. Februar 2024 wurde ein Gesundheitszentrum in Rafah durch einen Angriff auf eine nahegelegene Moschee beschädigt. Alle Fenster im dritten Stock an der Nordseite des Gebäudes gingen zu Bruch. Unter den im Gesundheitszentrum untergebrachten Binnenvertriebenen wurden keine Verletzungen gemeldet.,
INC-266,UNRWA Health Centre,FAC-038,Streiks,Gesundheitszentrum in Gaza-Stadt bei Angriffen beschädigt,Am 17. Dezember 2023 wurde ein Gesundheitszentrum in Gaza-Stadt Berichten zufolge durch verschiedene Angriffe aus der Luft und vom Boden aus schwer beschädigt.,
INC-267,UNRWA Health Centre,FAC-038,Beschuss,Das Gesundheitszentrum wurde von der israelischen Armee beschossen und zerstört.,"Am 15. Januar 2024 wurde ein Gesundheitszentrum in Khan Younis von mehreren Panzergranaten getroffen. Berichten zufolge zerstörte die israelische Armee zudem Teile des Außenhofs des Gesundheitszentrums und führte Ausgrabungen im Inneren durch. Es wurden keine Verletzten gemeldet, das Gebäude wurde jedoch beschädigt.",
INC-268,UNRWA Health Centre,FAC-038,Streiks,Gebäude durch direkten Treffer beschädigt,"Am 13. März 2024 (voraussichtliches Datum, noch zu bestätigen) wurde ein Gesundheitszentrum im nördlichen Gazastreifen direkt getroffen, wodurch das Gebäude beschädigt wurde.",
INC-269,UNRWA Health Centre,FAC-038,Schrapnell,"Ein nahegelegenes Haus wurde getroffen, wodurch das Zentrum beschädigt und ein Binnenflüchtling verletzt wurde.","Am 5. Mai 2024 wurde ein vertriebenes Kind, das sich im Gesundheitszentrum in Rafah aufhielt, bei einem Angriff auf ein Haus neben dem Zentrum leicht durch Granatsplitter am Fuß verletzt. Das Gesundheitszentrum selbst wurde beschädigt; Solarpaneele, Fenster, Wassertanks und Wände wurden in Mitleidenschaft gezogen.",
INC-270,UNRWA Health Centre,FAC-038,Beschuss,Die Mauer des Gesundheitszentrums wurde durch Beschuss beschädigt.,Am frühen Morgen des 10. Mai wurde die östliche Außenmauer eines Gesundheitszentrums in Gaza-Stadt Berichten zufolge durch Beschuss beschädigt. Zum Zeitpunkt des Vorfalls suchten Berichten zufolge fast 2.300 Menschen in dem Gesundheitszentrum Schutz.,
INC-271,UNRWA Health Centre,FAC-038,Invasion / Bodenangriff,Israelische Streitkräfte zerstörten eine Außenmauer sowie die Apotheke und das Medikamentenlager eines Gesundheitszentrums und zwangen Binnenvertriebene zur Evakuierung.,"Am 13. Mai 2024 drangen die irakischen Sicherheitskräfte (ISF) Berichten zufolge in ein Gesundheitszentrum in Gaza-Stadt ein und zerstörten eine Außenwand, die Apotheke und das Medikamentenlager. Zudem wurden die im Gesundheitszentrum untergebrachten Binnenvertriebenen von den ISF zur Evakuierung gezwungen. Laut Informationen des UNRWA hielten sich in der Woche vor dem Vorfall fast 2.300 Binnenvertriebene in dem Gesundheitszentrum auf; seit dem 11. Mai 2024 flohen jedoch immer mehr Binnenvertriebene aufgrund verstärkter Militäroperationen der ISF und schwerer Bombardierungen in der Region nach West-Gaza.",
INC-272,UNRWA Health Centre,FAC-038,Direkter Schlag,"Das Gesundheitszentrum wurde direkt getroffen, wobei 11 Menschen getötet und 25 verletzt wurden und das Gebäude erheblich beschädigt wurde.","Am 14. Mai 2024 wurden elf Binnenvertriebene getötet und 25 weitere verletzt, als ein Gesundheitszentrum in Gaza-Stadt direkt getroffen wurde. Das Gesundheitszentrum wurde schwer beschädigt; die Wachräume, der Generatorraum samt Treibstofftank, die Stromgeneratoren, die Wassertanks und die Solaranlage wurden vollständig zerstört. Zum Zeitpunkt des Angriffs hielten sich noch sechs Binnenvertriebenenfamilien (etwa 50 Personen) in dem Gesundheitszentrum auf und mussten nach West-Gaza-Stadt evakuiert werden.",
INC-273,UNRWA Health Centre,FAC-038,Belagerung,UNRWA-Gesundheitszentren erhalten aufgrund der Schließung der Grenzübergänge Rafah und Kerem Shalom keine medizinischen Hilfsgüter oder Medikamente.,"Die UNRWA-Gesundheitszentren haben in den letzten zwölf Tagen aufgrund der Schließung bzw. der Störungen der Grenzübergänge Rafah und Kerem Shalom keine medizinischen Hilfsgüter erhalten. Dies betrifft vor allem die Medikamentenbestände, insbesondere von Standardmedikamenten wie Antibiotika für Kinder und Antiepileptika. Auch bestimmte Labor- und Dentalartikel sowie Impfstoffe sind nicht vorrätig.",
INC-274,UNRWA Health Centre,FAC-038,Beschuss,"Ein Zentrum wurde beschossen, wodurch Sachschaden und ein Brand im Gebäude entstanden.","Am 17. Mai 2024 beschoss ein Panzer der israelischen Sicherheitskräfte ein Gesundheitszentrum im Nordgaza und verursachte dabei Schäden am Gebäude (unter anderem durch Feuer). Das Ausmaß der Schäden ist derzeit noch unbestätigt. Berichten zufolge mussten Binnenvertriebene, die in dem Gebäude Schutz gesucht hatten, es verlassen.",
INC-275,UNRWA Health Centre,FAC-038,Beschuss,Das zweite Stockwerk des Gesundheitszentrums wurde beschossen.,Am 27. Mai 2024 beschoss ein Panzer der israelischen Sicherheitskräfte Berichten zufolge das zweite Stockwerk eines Gesundheitszentrums im mittleren Stadtteil. Der entstandene Schaden ist noch nicht vollständig geklärt. Es wurden keine Verletzten gemeldet.,
INC-276,UNRWA Health Centre,FAC-038,Beschuss,Dritte Etage des Gesundheitszentrums,Am 30. Mai 2024 um 11:00 Uhr beschoss ein Panzer der israelischen Sicherheitskräfte (ISF) Berichten zufolge das dritte Stockwerk der Ostseite eines Gesundheitszentrums im Stadtteil Middle Area. Das Gebäude wurde beschädigt; das genaue Ausmaß der Beschädigung ist noch nicht bestätigt. Es wurden keine Verletzten gemeldet.,
INC-277,UNRWA Health Centre,FAC-038,Beschuss,"Ein als Schutzraum genutztes Gesundheitszentrum wurde beschossen, wobei eine Person getötet und weitere verletzt wurden.","Am 4. Juni 2024 beschoss die ISF Berichten zufolge ein Gesundheitszentrum, das derzeit auch als Notunterkunft in Middle Area genutzt wird, wobei ein Kind getötet und mehrere Binnenvertriebene verletzt wurden.",
INC-278,UNRWA Health Centre,FAC-038,Beschuss,"Gesundheitszentrum beschossen, Schaden verursacht","Am 5. Juni 2024 beschoss ein Panzer der israelischen Sicherheitskräfte ein Gesundheitszentrum, das derzeit auch als Notunterkunft im mittleren Gebiet genutzt wird. Das Gebäude wurde beschädigt, das Ausmaß der Beschädigung ist derzeit noch unbekannt.",
INC-279,UNRWA Health Centre,FAC-038,Zwangsevakuierung,Evakuierungsanordnungen für das Gebiet al Mawasi in Khan Younis zwingen vier Gesundheitszentren zur Schließung,"Die Evakuierungsanordnungen haben direkte Auswirkungen auf die Gesundheitsversorgung und die Wasser-, Sanitär- und Hygieneversorgung (WASH). Vier Gesundheitszentren und medizinische Anlaufstellen sowie zehn wichtige WASH-Einrichtungen mussten ihren Betrieb einstellen.",
INC-280,UNRWA Health Centre,FAC-038,Einstellung des Betriebs,Ein Gesundheitszentrum musste aufgrund vermehrter Kämpfe in der Gegend schließen.,Seit dem letzten Update musste ein UNRWA-Gesundheitszentrum wegen heftiger Bombardierungen in der Nähe des Gesundheitszentrums und zunehmender Unsicherheit und Kämpfen in der Region geschlossen werden.,
INC-281,UNRWA Health Centre,FAC-038,Einstellung des Betriebs,Mehrere Gesundheitszentren mussten aufgrund von Evakuierungsanordnungen und heftigen Kämpfen schließen.,"Während die Gesundheitsversorgung weiterlief, wurden medizinische Anlaufstellen in Gaza und im nördlichen Gaza aufgrund von Unsicherheit und Evakuierungsanordnungen geschlossen. Außerdem wurden zwei Gesundheitszentren in Gaza-Stadt und im nördlichen Gaza wegen schwerer und anhaltender Luftangriffe im oder in der Nähe des Lagers Jabalia geschlossen.",
INC-282,UNRWA Health Centre,FAC-038,Zwangsevakuierung,"Binnenvertriebene wurden gezwungen, ein Gesundheitszentrum zu verlassen.","Am 23. Oktober 2024 evakuierten israelische Streitkräfte Berichten zufolge gewaltsam Binnenvertriebene, die in einem UNRWA-Gesundheitszentrum und einer UNRWA-Schule in Jabalia Schutz gesucht hatten, in Richtung West-Gaza-Stadt und in den Süden des Gazastreifens.",
